episode_index,dataset_from_index,dataset_to_index,length,task,official_env,fully_within_single_scene,overlap_frames
16114,966209,966274,65,rotate_blue_block_right: take the blue block and rotate it right,C,True,"{""C"": 65}"
16115,966274,966317,43,push_pink_block_right: push right the pink block,C,True,"{""C"": 43}"
16116,966317,966362,45,place_in_slider: put the block in the sliding cabinet,C,True,"{""C"": 45}"
16117,966362,966427,65,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,C,True,"{""C"": 65}"
16118,966427,966492,65,move_slider_right: slide the door to the right,C,True,"{""C"": 65}"
16119,966492,966557,65,lift_red_block_slider: in the cabinet pick up the red block,C,True,"{""C"": 65}"
16120,966557,966622,65,"move_slider_right: slide the door to the right, then let it go",C,True,"{""C"": 65}"
16121,966622,966687,65,rotate_red_block_left: take the red block and rotate it left,C,True,"{""C"": 65}"
16122,966687,966730,43,push_blue_block_right: slide the blue block towards the right,C,True,"{""C"": 43}"
16123,966730,966778,48,rotate_red_block_left: grasp the red block and turn it left,C,True,"{""C"": 48}"
16124,966778,966843,65,lift_red_block_table: lift the red block,C,True,"{""C"": 65}"
16125,966843,966908,65,"move_slider_right: grasp the door handle, then slide the door to the right",C,True,"{""C"": 65}"
16126,966908,966973,65,push_into_drawer: push the object into the drawer,C,True,"{""C"": 65}"
16127,966973,967038,65,turn_on_led: toggle the button to turn on the led,C,True,"{""C"": 65}"
16128,967038,967103,65,turn_on_led: toggle the button to turn on the led light,C,True,"{""C"": 65}"
16129,967103,967168,65,move_slider_left: slide the door to the left side,C,True,"{""C"": 65}"
16130,967168,967233,65,lift_blue_block_slider: pick up the blue block from the sliding cabinet,C,True,"{""C"": 65}"
16131,967233,967272,39,turn_on_led: push down the button to turn on the led light,C,True,"{""C"": 39}"
16132,967272,967337,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16133,967337,967402,65,move_slider_left: move the door to the left,C,True,"{""C"": 65}"
16134,967402,967467,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16135,967467,967532,65,move_slider_right: grasp the door handle and slide the door to the right,C,True,"{""C"": 65}"
16136,967532,967597,65,close_drawer: push the drawer,C,True,"{""C"": 65}"
16137,967597,967662,65,move_slider_left: move the door all the way to the left,C,True,"{""C"": 65}"
16138,967662,967727,65,move_slider_right: move the door to the right side,C,True,"{""C"": 65}"
16139,967727,967792,65,move_slider_right: move the sliding door to the right,C,True,"{""C"": 65}"
16140,967792,967857,65,turn_off_led: turn off the led,C,True,"{""C"": 65}"
16141,967857,967922,65,push_red_block_right: push the red block towards the right,C,True,"{""C"": 65}"
16142,967922,967987,65,move_slider_left: push the door to the left,C,True,"{""C"": 65}"
16143,967987,968052,65,open_drawer: grasp the drawer handle and open it,C,True,"{""C"": 65}"
16144,968052,968117,65,lift_red_block_slider: in the sliding cabinet grasp the red block,C,True,"{""C"": 65}"
16145,968117,968182,65,lift_red_block_slider: lift the red block on the shelf,C,True,"{""C"": 65}"
16146,968182,968247,65,turn_on_led: toggle the button to turn on the led light,C,True,"{""C"": 65}"
16147,968247,968312,65,"move_slider_right: grasp the door handle, then move the door to the right",C,True,"{""C"": 65}"
16148,968312,968377,65,push_into_drawer: slide the block into the drawer,C,True,"{""C"": 65}"
16149,968377,968442,65,"open_drawer: grasp the handle of the drawer, then open it",C,True,"{""C"": 65}"
16150,968442,968491,49,lift_blue_block_slider: pick up the blue block in the sliding cabinet,C,True,"{""C"": 49}"
16151,968491,968556,65,move_slider_left: push the sliding door to the left,C,True,"{""C"": 65}"
16152,968556,968621,65,stack_block: put the block on top of another block,C,True,"{""C"": 65}"
16153,968621,968669,48,place_in_drawer: put the object in the drawer,C,True,"{""C"": 48}"
16154,968669,968705,36,place_in_drawer: put the object in the drawer,C,True,"{""C"": 36}"
16155,968705,968770,65,turn_off_led: push down the button to turn off the led,C,True,"{""C"": 65}"
16156,968770,968835,65,move_slider_left: slide the door to the left side,C,True,"{""C"": 65}"
16157,968835,968873,38,place_in_drawer: move to the drawer and store the object,C,True,"{""C"": 38}"
16158,968873,968938,65,lift_pink_block_drawer: grasp the pink block lying in the drawer,C,True,"{""C"": 65}"
16159,968938,969003,65,move_slider_left: move the sliding door to the left,C,True,"{""C"": 65}"
16160,969003,969048,45,place_in_slider: place in slider,C,True,"{""C"": 45}"
16161,969048,969113,65,open_drawer: open the cabinet drawer,C,True,"{""C"": 65}"
16162,969113,969178,65,rotate_red_block_left: take the red block and rotate it left,C,True,"{""C"": 65}"
16163,969178,969243,65,open_drawer: pull the drawer,C,True,"{""C"": 65}"
16164,969243,969283,40,place_in_slider: place the object in the slider,C,True,"{""C"": 40}"
16165,969283,969332,49,lift_pink_block_table: pick up the pink block,C,True,"{""C"": 49}"
16166,969332,969397,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16167,969397,969462,65,push_into_drawer: slide the object into the drawer,C,True,"{""C"": 65}"
16168,969462,969496,34,place_in_drawer: move to the drawer and place the object,C,True,"{""C"": 34}"
16169,969496,969541,45,turn_off_led: push the button to turn off the led light,C,True,"{""C"": 45}"
16170,969541,969606,65,lift_blue_block_table: grasp the blue block on the table and lift it up,C,True,"{""C"": 65}"
16171,969606,969671,65,move_slider_left: grasp the door handle and slide the door to the left,C,True,"{""C"": 65}"
16172,969671,969736,65,lift_pink_block_slider: grasp the pink block lying on the shelf,C,True,"{""C"": 65}"
16173,969736,969773,37,lift_pink_block_table: lift the pink block,C,True,"{""C"": 37}"
16174,969773,969818,45,place_in_drawer: put the grasped object in the drawer,C,True,"{""C"": 45}"
16175,969818,969859,41,place_in_drawer: move to the drawer and store the object,C,True,"{""C"": 41}"
16176,969859,969924,65,lift_blue_block_table: pick up the blue block from the table,C,True,"{""C"": 65}"
16177,969924,969989,65,close_drawer: push the handle of the drawer,C,True,"{""C"": 65}"
16178,969989,970035,46,stack_block: place the block on top of another block,C,True,"{""C"": 46}"
16179,970035,970100,65,lift_pink_block_table: pick up the pink block on the table,C,True,"{""C"": 65}"
16180,970100,970165,65,lift_blue_block_table: pick up the blue block from the table,C,True,"{""C"": 65}"
16181,970165,970201,36,place_in_drawer: place the grasped object in the drawer,C,True,"{""C"": 36}"
16182,970201,970266,65,close_drawer: push the drawer,C,True,"{""C"": 65}"
16183,970266,970331,65,turn_on_lightbulb: toggle the light switch to turn on the yellow light,C,True,"{""C"": 65}"
16184,970331,970396,65,lift_pink_block_slider: grasp the pink block lying on the shelf,C,True,"{""C"": 65}"
16185,970396,970461,65,move_slider_left: move the door to the left,C,True,"{""C"": 65}"
16186,970461,970510,49,"rotate_blue_block_left: grasp the blue block, then turn it left",C,True,"{""C"": 49}"
16187,970510,970575,65,lift_blue_block_slider: in the cabinet grasp the blue block,C,True,"{""C"": 65}"
16188,970575,970609,34,"place_in_drawer: move to the drawer, then store the object",C,True,"{""C"": 34}"
16189,970609,970652,43,turn_on_lightbulb: move the light switch to turn on the yellow light,C,True,"{""C"": 43}"
16190,970652,970717,65,close_drawer: close the cabinet drawer,C,True,"{""C"": 65}"
16191,970717,970782,65,turn_on_lightbulb: toggle the light switch to turn on the yellow light,C,True,"{""C"": 65}"
16192,970782,970847,65,push_into_drawer: sweep the object into the drawer,C,True,"{""C"": 65}"
16193,970847,970912,65,"open_drawer: grasp the handle of the drawer, then open it",C,True,"{""C"": 65}"
16194,970912,970957,45,stack_block: place the grasped block on top of another block,C,True,"{""C"": 45}"
16195,970957,971022,65,"close_drawer: grasp the drawer handle, then close it",C,True,"{""C"": 65}"
16196,971022,971087,65,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,C,True,"{""C"": 65}"
16197,971087,971131,44,place_in_drawer: move to the drawer and place the object,C,True,"{""C"": 44}"
16198,971131,971174,43,place_in_drawer: place the object in the drawer,C,True,"{""C"": 43}"
16199,971174,971239,65,rotate_blue_block_left: rotate the blue block to the left,C,True,"{""C"": 65}"
16200,971239,971304,65,open_drawer: open the drawer,C,True,"{""C"": 65}"
16201,971304,971369,65,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,C,True,"{""C"": 65}"
16202,971369,971434,65,lift_blue_block_slider: lift the blue block lying in the sliding cabinet,C,True,"{""C"": 65}"
16203,971434,971499,65,turn_off_lightbulb: move the light switch to turn off the light bulb,C,True,"{""C"": 65}"
16204,971499,971564,65,lift_red_block_slider: lift the red block lying in the sliding cabinet,C,True,"{""C"": 65}"
16205,971564,971629,65,turn_off_led: push down the button to turn off the led light,C,True,"{""C"": 65}"
16206,971629,971694,65,move_slider_left: slide the door all the way to the left,C,True,"{""C"": 65}"
16207,971694,971759,65,"lift_red_block_table: grasp the red block on the table, then lift it up",C,True,"{""C"": 65}"
16208,971759,971824,65,turn_on_lightbulb: turn on the yellow light,C,True,"{""C"": 65}"
16209,971824,971889,65,open_drawer: go open the drawer,C,True,"{""C"": 65}"
16210,971889,971954,65,"move_slider_left: grasp the door handle, then move the door to the left",C,True,"{""C"": 65}"
16211,971954,972019,65,lift_pink_block_table: grasp the pink block and lift it up,C,True,"{""C"": 65}"
16212,972019,972084,65,move_slider_right: slide the door to the right,C,True,"{""C"": 65}"
16213,972084,972149,65,push_blue_block_left: sweep the blue block to the left,C,True,"{""C"": 65}"
16214,972149,972214,65,lift_blue_block_table: pick up the blue block,C,True,"{""C"": 65}"
16215,972214,972279,65,lift_pink_block_drawer: pick up the pink block from the drawer,C,True,"{""C"": 65}"
16216,972279,972344,65,"lift_red_block_table: grasp the red block, then lift it up",C,True,"{""C"": 65}"
16217,972344,972409,65,turn_off_led: toggle the button to turn off the led light,C,True,"{""C"": 65}"
16218,972409,972474,65,rotate_blue_block_right: rotate the blue block to the right,C,True,"{""C"": 65}"
16219,972474,972539,65,place_in_slider: put the block in the slider,C,True,"{""C"": 65}"
16220,972539,972604,65,lift_blue_block_drawer: pick up the blue block lying in the drawer,C,True,"{""C"": 65}"
16221,972604,972669,65,lift_red_block_table: pick up the red block on the table,C,True,"{""C"": 65}"
16222,972669,972734,65,lift_red_block_drawer: lift the red block in the drawer,C,True,"{""C"": 65}"
16223,972734,972799,65,lift_blue_block_slider: pick up the blue block from the sliding cabinet,C,True,"{""C"": 65}"
16224,972799,972864,65,move_slider_right: slide the door all the way to the right,C,True,"{""C"": 65}"
16225,972864,972929,65,turn_off_led: turn off the led lamp,C,True,"{""C"": 65}"
16226,972929,972973,44,"place_in_drawer: move to the drawer, then place the object",C,True,"{""C"": 44}"
16227,972973,973038,65,open_drawer: pull the drawer,C,True,"{""C"": 65}"
16228,973038,973078,40,push_into_drawer: slide the object into the drawer,C,True,"{""C"": 40}"
16229,973078,973143,65,place_in_slider: place the grasped object in the slider,C,True,"{""C"": 65}"
16230,973143,973208,65,push_pink_block_left: slide the pink block to the left,C,True,"{""C"": 65}"
16231,973208,973254,46,rotate_blue_block_left: rotate the blue block towards the left,C,True,"{""C"": 46}"
16232,973254,973300,46,move_slider_left: move the door all the way to the left and let go,C,True,"{""C"": 46}"
16233,973300,973342,42,place_in_drawer: put the object in the drawer,C,True,"{""C"": 42}"
16234,973342,973407,65,push_red_block_left: go slide the red block to the left,C,True,"{""C"": 65}"
16235,973407,973472,65,turn_off_led: push the button to turn off the led,C,True,"{""C"": 65}"
16236,973472,973513,41,place_in_slider: place the block in the sliding cabinet,C,True,"{""C"": 41}"
16237,973513,973578,65,move_slider_left: move the door to the left,C,True,"{""C"": 65}"
16238,973578,973643,65,push_red_block_right: push the red block to the right,C,True,"{""C"": 65}"
16239,973643,973708,65,move_slider_right: push the door to the right side,C,True,"{""C"": 65}"
16240,973708,973773,65,lift_pink_block_drawer: go towards the pink block in the drawer and lift it,C,True,"{""C"": 65}"
16241,973773,973838,65,place_in_drawer: store the object in the drawer,C,True,"{""C"": 65}"
16242,973838,973903,65,close_drawer: push the drawer,C,True,"{""C"": 65}"
16243,973903,973968,65,rotate_red_block_left: grasp the red block and turn it left,C,True,"{""C"": 65}"
16244,973968,974033,65,lift_red_block_drawer: go towards the red block in the drawer and pick it up,C,True,"{""C"": 65}"
16245,974033,974098,65,"move_slider_left: slide the door to the left, then let it go",C,True,"{""C"": 65}"
16246,974098,974163,65,lift_red_block_slider: pick up the red block from the shelf,C,True,"{""C"": 65}"
16247,974163,974228,65,lift_red_block_table: grasp the red block on the table and lift it up,C,True,"{""C"": 65}"
16248,974228,974293,65,turn_off_lightbulb: slide down the switch,C,True,"{""C"": 65}"
16249,974293,974358,65,turn_off_lightbulb: turn off the yellow light,C,True,"{""C"": 65}"
16250,974358,974423,65,turn_on_led: toggle the button to turn on the led,C,True,"{""C"": 65}"
16251,974423,974488,65,close_drawer: grasp the drawer handle and close it,C,True,"{""C"": 65}"
16252,974488,974553,65,turn_off_led: turn off the led lamp,C,True,"{""C"": 65}"
16253,974553,974618,65,lift_blue_block_table: pick up the blue block from the table,C,True,"{""C"": 65}"
16254,974618,974683,65,lift_red_block_slider: in the cabinet grasp the red block,C,True,"{""C"": 65}"
16255,974683,974748,65,lift_pink_block_slider: pick up the pink block from the shelf,C,True,"{""C"": 65}"
16256,974748,974813,65,move_slider_right: grasp the door handle and move the door to the right,C,True,"{""C"": 65}"
16257,974813,974878,65,lift_red_block_table: pick up the red block,C,True,"{""C"": 65}"
16258,974878,974943,65,lift_pink_block_drawer: pick up the pink block lying in the drawer,C,True,"{""C"": 65}"
16259,974943,975008,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16260,975008,975073,65,place_in_drawer: place the grasped object in the drawer,C,True,"{""C"": 65}"
16261,975073,975138,65,push_blue_block_right: push right the blue block,C,True,"{""C"": 65}"
16262,975138,975203,65,"rotate_pink_block_right: grasp the pink block, then rotate it right",C,True,"{""C"": 65}"
16263,975203,975268,65,open_drawer: pull the handle of the drawer,C,True,"{""C"": 65}"
16264,975268,975307,39,stack_block: stack the object on top of another object,C,True,"{""C"": 39}"
16265,975307,975343,36,turn_on_led: turn on the green light,C,True,"{""C"": 36}"
16266,975343,975390,47,place_in_slider: put the object in the slider,C,True,"{""C"": 47}"
16267,975390,975455,65,lift_red_block_drawer: lift the red block lying in the drawer,C,True,"{""C"": 65}"
16268,975455,975520,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16269,975520,975585,65,"close_drawer: grasp the handle of the drawer, then close it",C,True,"{""C"": 65}"
16270,975585,975650,65,move_slider_right: push the door to the right side,C,True,"{""C"": 65}"
16271,975650,975715,65,"move_slider_left: slide the door to the left, then let it go",C,True,"{""C"": 65}"
16272,975715,975758,43,place_in_drawer: store the grasped object in the drawer,C,True,"{""C"": 43}"
16273,975758,975823,65,lift_red_block_drawer: grasp the red block in the drawer,C,True,"{""C"": 65}"
16274,975823,975888,65,lift_red_block_slider: in the slider grasp the red block,C,True,"{""C"": 65}"
16275,975888,975953,65,lift_blue_block_slider: lift the blue block lying on the shelf,C,True,"{""C"": 65}"
16276,975953,975989,36,place_in_drawer: store the grasped object in the drawer,C,True,"{""C"": 36}"
16277,975989,976025,36,turn_off_led: toggle the button to turn off the green light,C,True,"{""C"": 36}"
16278,976025,976062,37,place_in_drawer: go towards the drawer and store the object,C,True,"{""C"": 37}"
16279,976062,976096,34,"rotate_red_block_right: grasp the red block, then rotate it right",C,True,"{""C"": 34}"
16280,976096,976161,65,open_drawer: grasp the drawer handle and open it,C,True,"{""C"": 65}"
16281,976161,976207,46,place_in_slider: place the grasped object in the sliding cabinet,C,True,"{""C"": 46}"
16282,976207,976272,65,lift_red_block_drawer: pick up the red block lying in the drawer,C,True,"{""C"": 65}"
16283,976272,976337,65,move_slider_left: slide the door to the left,C,True,"{""C"": 65}"
16284,976337,976374,37,stack_block: put the block on top of another block,C,True,"{""C"": 37}"
16285,976374,976439,65,open_drawer: open the cabinet drawer,C,True,"{""C"": 65}"
16286,976439,976479,40,turn_on_lightbulb: move up the switch,C,True,"{""C"": 40}"
16287,976479,976544,65,lift_blue_block_slider: grasp the blue block lying on the shelf,C,True,"{""C"": 65}"
16288,976544,976609,65,turn_on_lightbulb: turn on the yellow lamp,C,True,"{""C"": 65}"
16289,976609,976651,42,place_in_slider: put the block in the sliding cabinet,C,True,"{""C"": 42}"
16290,976651,976695,44,move_slider_right: push the door to the right,C,True,"{""C"": 44}"
16291,976695,976760,65,"move_slider_right: slide the door to the right, then let it go",C,True,"{""C"": 65}"
16292,976760,976825,65,move_slider_left: slide the door to the left,C,True,"{""C"": 65}"
16293,976825,976890,65,"close_drawer: grasp the drawer handle, then close it",C,True,"{""C"": 65}"
16294,976890,976955,65,turn_on_lightbulb: turn on the yellow lamp,C,True,"{""C"": 65}"
16295,976955,977020,65,lift_pink_block_drawer: pick up the pink block lying in the drawer,C,True,"{""C"": 65}"
16296,977020,977085,65,unstack_block: remove a block from the stack,C,True,"{""C"": 65}"
16297,977085,977150,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16298,977150,977215,65,close_drawer: push the drawer,C,True,"{""C"": 65}"
16299,977215,977280,65,lift_pink_block_slider: pick up the pink block from the shelf,C,True,"{""C"": 65}"
16300,977280,977345,65,lift_pink_block_drawer: go towards the pink block in the drawer and pick it up,C,True,"{""C"": 65}"
16301,977345,977410,65,lift_blue_block_table: lift the blue block from the table,C,True,"{""C"": 65}"
16302,977410,977475,65,turn_on_lightbulb: move the light switch to turn on the yellow light,C,True,"{""C"": 65}"
16303,977475,977520,45,place_in_drawer: place the block in the drawer,C,True,"{""C"": 45}"
16304,977520,977585,65,move_slider_left: move the door all the way to the left,C,True,"{""C"": 65}"
16305,977585,977624,39,place_in_drawer: store the block in the drawer,C,True,"{""C"": 39}"
16306,977624,977667,43,lift_red_block_slider: lift the red block lying in the cabinet,C,True,"{""C"": 43}"
16307,977667,977732,65,rotate_pink_block_right: turn the pink block right,C,True,"{""C"": 65}"
16308,977732,977797,65,move_slider_right: move the sliding door to the right,C,True,"{""C"": 65}"
16309,977797,977862,65,rotate_pink_block_left: rotate the pink block 90 degrees to the left,C,True,"{""C"": 65}"
16310,977862,977897,35,place_in_slider: put the grasped object in the slider,C,True,"{""C"": 35}"
16311,977897,977945,48,place_in_drawer: place the object in the drawer,C,True,"{""C"": 48}"
16312,977945,978010,65,move_slider_left: grasp the door handle and move the door to the left,C,True,"{""C"": 65}"
16313,978010,978075,65,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,C,True,"{""C"": 65}"
16314,978075,978140,65,turn_on_led: push the button to turn on the led,C,True,"{""C"": 65}"
16315,978140,978181,41,push_blue_block_left: push left the blue block,C,True,"{""C"": 41}"
16316,978181,978221,40,turn_on_led: toggle the button to turn on the green light,C,True,"{""C"": 40}"
16317,978221,978286,65,move_slider_left: push the door to the left,C,True,"{""C"": 65}"
16318,978286,978351,65,move_slider_right: push the door to the right side,C,True,"{""C"": 65}"
16319,978351,978416,65,close_drawer: grasp the handle of the drawer and close it,C,True,"{""C"": 65}"
16320,978416,978481,65,lift_red_block_slider: pick up the red block from the sliding cabinet,C,True,"{""C"": 65}"
16321,978481,978546,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16322,978546,978587,41,place_in_drawer: go towards the drawer and store the object,C,True,"{""C"": 41}"
16323,978587,978623,36,lift_blue_block_table: lift the blue block from the table,C,True,"{""C"": 36}"
16324,978623,978688,65,turn_off_lightbulb: move the light switch to turn off the yellow light,C,True,"{""C"": 65}"
16325,978688,978753,65,open_drawer: open the cabinet drawer,C,True,"{""C"": 65}"
16326,978753,978818,65,move_slider_right: grasp the door handle and slide the door to the right,C,True,"{""C"": 65}"
16327,978818,978883,65,turn_on_lightbulb: toggle the light switch to turn on the yellow light,C,True,"{""C"": 65}"
16328,978883,978948,65,turn_off_lightbulb: turn off the yellow light,C,True,"{""C"": 65}"
16329,978948,978995,47,push_blue_block_right: push the blue block to the right,C,True,"{""C"": 47}"
16330,978995,979060,65,lift_pink_block_drawer: go towards the pink block in the drawer and pick it up,C,True,"{""C"": 65}"
16331,979060,979098,38,push_red_block_right: push the red block towards the right,C,True,"{""C"": 38}"
16332,979098,979136,38,rotate_pink_block_left: take the pink block and rotate it left,C,True,"{""C"": 38}"
16333,979136,979201,65,turn_on_led: turn on the led light,C,True,"{""C"": 65}"
16334,979201,979246,45,rotate_red_block_left: rotate left the red block,C,True,"{""C"": 45}"
16335,979246,979294,48,turn_off_led: turn off the green light,C,True,"{""C"": 48}"
16336,979294,979359,65,lift_pink_block_drawer: pick up the pink block in the drawer,C,True,"{""C"": 65}"
16337,979359,979401,42,place_in_slider: place the block in the sliding cabinet,C,True,"{""C"": 42}"
16338,979401,979466,65,lift_blue_block_slider: grasp the blue block lying on the shelf,C,True,"{""C"": 65}"
16339,979466,979531,65,move_slider_right: slide the door to the right side,C,True,"{""C"": 65}"
16340,979531,979570,39,stack_block: place the grasped block on top of another block,C,True,"{""C"": 39}"
16341,979570,979615,45,place_in_slider: place the object in the cabinet,C,True,"{""C"": 45}"
16342,979615,979680,65,move_slider_left: push the door to the left side,C,True,"{""C"": 65}"
16343,979680,979745,65,turn_off_lightbulb: move the light switch to turn off the yellow light,C,True,"{""C"": 65}"
16344,979745,979810,65,lift_pink_block_table: lift the pink block,C,True,"{""C"": 65}"
16345,979810,979875,65,place_in_drawer: place the object in the drawer,C,True,"{""C"": 65}"
16346,979875,979940,65,turn_on_led: toggle the button to turn on the led,C,True,"{""C"": 65}"
16347,979940,980005,65,lift_pink_block_slider: lift the pink block on the shelf,C,True,"{""C"": 65}"
16348,980005,980043,38,turn_off_led: push down the button to turn off the green light,C,True,"{""C"": 38}"
16349,980043,980108,65,turn_on_led: turn on the led lamp,C,True,"{""C"": 65}"
16350,980108,980173,65,lift_red_block_table: pick up the red block on the table,C,True,"{""C"": 65}"
16351,980173,980238,65,"move_slider_right: slide the door to the right, then let it go",C,True,"{""C"": 65}"
16352,980238,980303,65,move_slider_left: slide the door to the left,C,True,"{""C"": 65}"
16353,980303,980341,38,turn_on_led: push down the button to turn on the led light,C,True,"{""C"": 38}"
16354,980341,980385,44,place_in_drawer: place the block in the drawer,C,True,"{""C"": 44}"
16355,980385,980432,47,place_in_slider: place the object in the slider,C,True,"{""C"": 47}"
16356,980432,980497,65,move_slider_left: slide the door all the way to the left,C,True,"{""C"": 65}"
16357,980497,980562,65,move_slider_left: move the sliding door to the left,C,True,"{""C"": 65}"
16358,980562,980627,65,lift_red_block_table: pick up the red block from the table,C,True,"{""C"": 65}"
16359,980627,980692,65,stack_block: stack the object on top of another object,C,True,"{""C"": 65}"
16360,980692,980757,65,open_drawer: grasp the handle of the drawer and open it,C,True,"{""C"": 65}"
16361,980757,980800,43,"close_drawer: grasp the handle of the drawer, then close it",C,True,"{""C"": 43}"
16362,980800,980846,46,place_in_drawer: move to the drawer and store the object,C,True,"{""C"": 46}"
16363,980846,980911,65,place_in_slider: put the grasped object in the sliding cabinet,C,True,"{""C"": 65}"
16364,980911,980976,65,turn_off_lightbulb: push the switch downwards,C,True,"{""C"": 65}"
16365,980976,981011,35,place_in_slider: put the grasped object in the cabinet,C,True,"{""C"": 35}"
16366,981011,981076,65,move_slider_right: slide the door all the way to the right,C,True,"{""C"": 65}"
16367,981076,981141,65,turn_on_lightbulb: turn on the yellow lamp,C,True,"{""C"": 65}"
16368,981141,981206,65,open_drawer: grasp the drawer handle and open it,C,True,"{""C"": 65}"
16369,981206,981271,65,lift_blue_block_slider: lift the blue block lying on the shelf,C,True,"{""C"": 65}"
16370,981271,981336,65,"move_slider_right: grasp the door handle, then slide the door to the right",C,True,"{""C"": 65}"
16371,981336,981401,65,lift_blue_block_table: grasp the blue block and lift it up,C,True,"{""C"": 65}"
16372,981401,981446,45,push_pink_block_left: go slide the pink block to the left,C,True,"{""C"": 45}"
16373,981446,981511,65,"rotate_blue_block_right: grasp the blue block, then turn it right",C,True,"{""C"": 65}"
16374,981511,981576,65,place_in_slider: place the block in the cabinet,C,True,"{""C"": 65}"
16375,981576,981641,65,lift_red_block_table: lift the red block,C,True,"{""C"": 65}"
16376,981641,981706,65,move_slider_left: move the sliding door to the left,C,True,"{""C"": 65}"
16377,981706,981771,65,push_into_drawer: slide the object into the drawer,C,True,"{""C"": 65}"
16378,981771,981836,65,turn_on_led: toggle the button to turn on the led,C,True,"{""C"": 65}"
16379,981836,981901,65,lift_pink_block_drawer: grasp the pink block lying in the drawer,C,True,"{""C"": 65}"
16380,981901,981966,65,lift_red_block_drawer: pick up the red block in the drawer,C,True,"{""C"": 65}"
16381,981966,982031,65,move_slider_right: grasp the door handle and slide the door to the right,C,True,"{""C"": 65}"
16382,982031,982096,65,move_slider_left: slide the door to the left,C,True,"{""C"": 65}"
16383,982096,982141,45,place_in_slider: put the object in the sliding cabinet,C,True,"{""C"": 45}"
16384,982141,982206,65,"move_slider_right: slide the door to the right, then let it go",C,True,"{""C"": 65}"
16385,982206,982253,47,place_in_slider: put the object in the slider,C,True,"{""C"": 47}"
16386,982253,982318,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16387,982318,982383,65,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,C,True,"{""C"": 65}"
16388,982383,982448,65,move_slider_right: grasp the door handle and move the door to the right,C,True,"{""C"": 65}"
16389,982448,982487,39,lift_pink_block_table: grasp the pink block on the table and lift it up,C,True,"{""C"": 39}"
16390,982487,982552,65,turn_off_lightbulb: move the light switch to turn off the light bulb,C,True,"{""C"": 65}"
16391,982552,982600,48,place_in_drawer: place the object in the drawer,C,True,"{""C"": 48}"
16392,982600,982665,65,open_drawer: grasp the drawer handle and open it,C,True,"{""C"": 65}"
16393,982665,982730,65,rotate_pink_block_left: rotate the pink block to the left,C,True,"{""C"": 65}"
16394,982730,982765,35,place_in_slider: place the grasped object in the slider,C,True,"{""C"": 35}"
16395,982765,982830,65,lift_red_block_drawer: lift the red block lying in the drawer,C,True,"{""C"": 65}"
16396,982830,982895,65,move_slider_right: grasp the door handle and move the door to the right,C,True,"{""C"": 65}"
16397,982895,982960,65,"move_slider_left: slide the door to the left, then let it go",C,True,"{""C"": 65}"
16398,982960,983007,47,unstack_block: collapse the stacked blocks,C,True,"{""C"": 47}"
16399,983007,983072,65,open_drawer: pull the drawer,C,True,"{""C"": 65}"
16400,983072,983137,65,turn_on_led: turn on the led lamp,C,True,"{""C"": 65}"
16401,983137,983202,65,lift_blue_block_slider: pick up the blue block from the shelf,C,True,"{""C"": 65}"
16402,983202,983267,65,lift_red_block_drawer: lift the red block lying in the drawer,C,True,"{""C"": 65}"
16403,983267,983307,40,turn_on_led: push down the button to turn on the led,C,True,"{""C"": 40}"
16404,983307,983372,65,"open_drawer: grasp the drawer handle, then open it",C,True,"{""C"": 65}"
16405,983372,983437,65,"move_slider_right: grasp the door handle, then move the door to the right",C,True,"{""C"": 65}"
16406,983437,983485,48,move_slider_left: move the door all the way to the left,C,True,"{""C"": 48}"
16407,983485,983550,65,"lift_blue_block_table: grasp the blue block on the table, then lift it up",C,True,"{""C"": 65}"
16408,983550,983587,37,place_in_slider: put the object in the cabinet,C,True,"{""C"": 37}"
16409,983587,983652,65,push_blue_block_right: go slide the blue block to the right,C,True,"{""C"": 65}"
16410,983652,983717,65,move_slider_right: grasp the door handle and move the door to the right,C,True,"{""C"": 65}"
16411,983717,983782,65,move_slider_left: slide the door to the left,C,True,"{""C"": 65}"
16412,983782,983847,65,lift_blue_block_table: pick up the blue block,C,True,"{""C"": 65}"
16413,983847,983912,65,lift_blue_block_slider: lift the blue block lying in the sliding cabinet,C,True,"{""C"": 65}"
16414,983912,983947,35,place_in_slider: place the object in the cabinet,C,True,"{""C"": 35}"
16415,983947,984012,65,unstack_block: remove a block from the stack,C,True,"{""C"": 65}"
16416,984012,984077,65,push_into_drawer: push the block into the drawer,C,True,"{""C"": 65}"
