run,step,loss,source_log
TA splitABC SBERT seed1 100k,2000,1.125,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,3000,0.785,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,4000,0.599,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,5000,0.485,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,6000,0.434,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,7000,0.397,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,8000,0.376,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,9000,0.365,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,10000,0.355,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,11000,0.333,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,12000,0.317,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,13000,0.316,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,14000,0.312,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,15000,0.309,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,16000,0.299,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,17000,0.3,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,18000,0.291,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,19000,0.29,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,20000,0.287,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,21000,0.279,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,22000,0.287,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,23000,0.285,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,24000,0.273,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,25000,0.275,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,26000,0.276,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,27000,0.267,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,28000,0.274,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,29000,0.267,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,30000,0.28,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,31000,0.272,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,32000,0.263,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,33000,0.262,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,34000,0.266,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,35000,0.262,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,36000,0.262,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,37000,0.261,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,38000,0.262,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,39000,0.264,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,40000,0.265,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,41000,0.258,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,42000,0.265,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,43000,0.258,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,44000,0.259,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,45000,0.26,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,46000,0.253,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,47000,0.263,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,48000,0.258,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,49000,0.25,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,50000,0.263,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,51000,0.256,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,52000,0.258,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,53000,0.248,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,54000,0.255,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,55000,0.245,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,56000,0.255,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,57000,0.248,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,58000,0.248,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,59000,0.248,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,60000,0.247,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,61000,0.254,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,62000,0.25,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,63000,0.24,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,64000,0.251,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,65000,0.252,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,66000,0.249,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,67000,0.248,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,68000,0.258,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,69000,0.247,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,70000,0.244,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,71000,0.242,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,72000,0.244,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,73000,0.247,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,74000,0.251,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,75000,0.245,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,76000,0.238,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,77000,0.245,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,78000,0.242,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,79000,0.241,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,80000,0.242,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,81000,0.24,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,82000,0.235,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,83000,0.24,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,84000,0.24,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,85000,0.231,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,86000,0.236,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,87000,0.241,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,88000,0.241,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,89000,0.235,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,90000,0.24,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,91000,0.237,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,92000,0.231,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,93000,0.236,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,94000,0.233,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,95000,0.238,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,96000,0.236,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,97000,0.23,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,98000,0.229,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,99000,0.227,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
TA splitABC SBERT seed1 100k,100000,0.236,logs\act_ta_abc_lang_sbert_100k_seed1.ta_sweep_seed1.train.log
