episode_index,length,dataset_from_index,dataset_to_index,original_frame_min,original_frame_max,official_env,fully_within_single_scene,env_counts,task_index
3713,65,222209,222274,208162,208226,B,True,"{""B"": 65}",200
3714,65,222274,222339,1447106,1447170,A,True,"{""A"": 65}",72
3715,42,222339,222381,340304,340345,B,True,"{""B"": 42}",218
3716,65,222381,222446,1499133,1499197,A,True,"{""A"": 65}",212
3717,65,222446,222511,1777358,1777422,A,True,"{""A"": 65}",264
3718,65,222511,222576,1179101,1179165,C,True,"{""C"": 65}",0
3719,65,222576,222641,645547,645611,C,True,"{""C"": 65}",309
3720,65,222641,222706,160218,160282,B,True,"{""B"": 65}",166
3721,49,222706,222755,1470810,1470858,A,True,"{""A"": 49}",344
3722,65,222755,222820,1086028,1086092,C,True,"{""C"": 65}",27
3723,65,222820,222885,1431141,1431205,A,True,"{""A"": 65}",114
3724,65,222885,222950,220285,220349,B,True,"{""B"": 65}",196
3725,65,222950,223015,364005,364069,B,True,"{""B"": 65}",212
3726,65,223015,223080,95411,95475,B,True,"{""B"": 65}",342
3727,65,223080,223145,1523159,1523223,A,True,"{""A"": 65}",5
3728,65,223145,223210,659134,659198,C,True,"{""C"": 65}",27
3729,36,223210,223246,1697107,1697142,A,True,"{""A"": 36}",31
3730,65,223246,223311,732583,732647,C,True,"{""C"": 65}",230
3731,65,223311,223376,1695737,1695801,A,True,"{""A"": 65}",225
3732,65,223376,223441,481037,481101,B,True,"{""B"": 65}",166
3733,65,223441,223506,917345,917409,C,True,"{""C"": 65}",256
3734,65,223506,223571,185283,185347,B,True,"{""B"": 65}",332
3735,65,223571,223636,688422,688486,C,True,"{""C"": 65}",137
3736,65,223636,223701,53265,53329,B,True,"{""B"": 65}",96
3737,65,223701,223766,908132,908196,C,True,"{""C"": 65}",127
3738,65,223766,223831,524453,524517,B,True,"{""B"": 65}",190
3739,65,223831,223896,1425013,1425077,A,True,"{""A"": 65}",72
3740,65,223896,223961,892712,892776,C,True,"{""C"": 65}",166
3741,65,223961,224026,545930,545994,B,True,"{""B"": 65}",193
3742,40,224026,224066,503761,503800,B,True,"{""B"": 40}",297
3743,34,224066,224100,723188,723221,C,True,"{""C"": 34}",359
3744,65,224100,224165,1156931,1156995,C,True,"{""C"": 65}",209
3745,65,224165,224230,80517,80581,B,True,"{""B"": 65}",163
3746,65,224230,224295,614526,614590,C,True,"{""C"": 65}",355
3747,65,224295,224360,1148497,1148561,C,True,"{""C"": 65}",214
3748,65,224360,224425,60881,60945,B,True,"{""B"": 65}",96
3749,65,224425,224490,744620,744684,C,True,"{""C"": 65}",209
3750,65,224490,224555,1733985,1734049,A,True,"{""A"": 65}",269
3751,65,224555,224620,173811,173875,B,True,"{""B"": 65}",177
3752,65,224620,224685,1582028,1582092,A,True,"{""A"": 65}",358
3753,65,224685,224750,1497964,1498028,A,True,"{""A"": 65}",264
3754,65,224750,224815,70738,70802,B,True,"{""B"": 65}",190
3755,65,224815,224880,1686318,1686382,A,True,"{""A"": 65}",187
3756,37,224880,224917,1236661,1236697,A,True,"{""A"": 37}",236
3757,65,224917,224982,43229,43293,B,True,"{""B"": 65}",27
3758,65,224982,225047,1166417,1166481,C,True,"{""C"": 65}",240
3759,65,225047,225112,630286,630350,C,True,"{""C"": 65}",197
3760,65,225112,225177,982744,982808,C,True,"{""C"": 65}",178
3761,65,225177,225242,1162001,1162065,C,True,"{""C"": 65}",202
3762,65,225242,225307,1042261,1042325,C,True,"{""C"": 65}",166
3763,34,225307,225341,1754746,1754779,A,True,"{""A"": 34}",75
3764,65,225341,225406,910602,910666,C,True,"{""C"": 65}",75
3765,65,225406,225471,1637542,1637606,A,True,"{""A"": 65}",56
3766,65,225471,225536,1537522,1537586,A,True,"{""A"": 65}",361
3767,65,225536,225601,1426428,1426492,A,True,"{""A"": 65}",274
3768,47,225601,225648,184608,184654,B,True,"{""B"": 47}",204
3769,65,225648,225713,64997,65061,B,True,"{""B"": 65}",233
3770,65,225713,225778,1607754,1607818,A,True,"{""A"": 65}",81
3771,65,225778,225843,151982,152046,B,True,"{""B"": 65}",334
3772,65,225843,225908,390679,390743,B,True,"{""B"": 65}",84
3773,65,225908,225973,1781649,1781713,A,True,"{""A"": 65}",240
3774,65,225973,226038,904295,904359,C,True,"{""C"": 65}",102
3775,65,226038,226103,1744757,1744821,A,True,"{""A"": 65}",262
3776,65,226103,226168,778715,778779,C,True,"{""C"": 65}",337
3777,65,226168,226233,1792054,1792118,A,True,"{""A"": 65}",204
3778,65,226233,226298,64476,64540,B,True,"{""B"": 65}",181
3779,65,226298,226363,877939,878003,C,True,"{""C"": 65}",222
3780,65,226363,226428,1668525,1668589,A,True,"{""A"": 65}",56
3781,65,226428,226493,1628533,1628597,A,True,"{""A"": 65}",231
3782,65,226493,226558,519507,519571,B,True,"{""B"": 65}",48
3783,65,226558,226623,125239,125303,B,True,"{""B"": 65}",259
3784,65,226623,226688,1615830,1615894,A,True,"{""A"": 65}",246
3785,65,226688,226753,592395,592459,B,True,"{""B"": 65}",293
3786,65,226753,226818,925912,925976,C,True,"{""C"": 65}",279
3787,34,226818,226852,333283,333316,B,True,"{""B"": 34}",169
3788,47,226852,226899,1044801,1044847,C,True,"{""C"": 47}",210
3789,65,226899,226964,286340,286404,B,True,"{""B"": 65}",368
3790,65,226964,227029,468466,468530,B,True,"{""B"": 65}",361
3791,41,227029,227070,1520581,1520621,A,True,"{""A"": 41}",98
3792,65,227070,227135,252417,252481,B,True,"{""B"": 65}",220
3793,44,227135,227179,1508080,1508123,A,True,"{""A"": 44}",98
3794,65,227179,227244,1762038,1762102,A,True,"{""A"": 65}",269
3795,65,227244,227309,616895,616959,C,True,"{""C"": 65}",252
3796,65,227309,227374,174461,174525,B,True,"{""B"": 65}",76
3797,45,227374,227419,995947,995991,C,True,"{""C"": 45}",251
3798,65,227419,227484,315918,315982,B,True,"{""B"": 65}",225
3799,65,227484,227549,473768,473832,B,True,"{""B"": 65}",180
3800,44,227549,227593,63442,63485,B,True,"{""B"": 44}",110
3801,65,227593,227658,319975,320039,B,True,"{""B"": 65}",168
3802,45,227658,227703,492410,492454,B,True,"{""B"": 45}",150
3803,65,227703,227768,233220,233284,B,True,"{""B"": 65}",331
3804,65,227768,227833,55164,55228,B,True,"{""B"": 65}",264
3805,65,227833,227898,1179595,1179659,C,True,"{""C"": 65}",114
3806,65,227898,227963,626588,626652,C,True,"{""C"": 65}",169
3807,65,227963,228028,664486,664550,C,True,"{""C"": 65}",227
3808,65,228028,228093,924585,924649,C,True,"{""C"": 65}",180
3809,65,228093,228158,1644448,1644512,A,True,"{""A"": 65}",207
3810,65,228158,228223,964954,965018,C,True,"{""C"": 65}",168
3811,65,228223,228288,73471,73535,B,True,"{""B"": 65}",84
3812,37,228288,228325,531150,531186,B,True,"{""B"": 37}",48
3813,39,228325,228364,1140256,1140294,C,True,"{""C"": 39}",220
3814,65,228364,228429,1735291,1735355,A,True,"{""A"": 65}",333
3815,65,228429,228494,1490311,1490375,A,True,"{""A"": 65}",334
3816,65,228494,228559,1141918,1141982,C,True,"{""C"": 65}",75
3817,65,228559,228624,1164445,1164509,C,True,"{""C"": 65}",362
3818,65,228624,228689,1019485,1019549,C,True,"{""C"": 65}",181
3819,41,228689,228730,1794276,1794316,A,True,"{""A"": 41}",249
3820,65,228730,228795,763534,763598,C,True,"{""C"": 65}",368
3821,65,228795,228860,634609,634673,C,True,"{""C"": 65}",168
3822,65,228860,228925,1529406,1529470,A,True,"{""A"": 65}",146
3823,65,228925,228990,1112032,1112096,C,True,"{""C"": 65}",263
3824,65,228990,229055,807721,807785,C,True,"{""C"": 65}",232
3825,65,229055,229120,1062145,1062209,C,True,"{""C"": 65}",356
3826,65,229120,229185,1356236,1356300,A,True,"{""A"": 65}",386
3827,65,229185,229250,16678,16742,B,True,"{""B"": 65}",248
3828,65,229250,229315,1431467,1431531,A,True,"{""A"": 65}",205
3829,65,229315,229380,675530,675594,C,True,"{""C"": 65}",364
3830,40,229380,229420,1399316,1399355,A,True,"{""A"": 40}",169
3831,65,229420,229485,959779,959843,C,True,"{""C"": 65}",250
3832,45,229485,229530,1659773,1659817,A,True,"{""A"": 45}",211
3833,65,229530,229595,1424398,1424462,A,True,"{""A"": 65}",81
3834,65,229595,229660,54850,54914,B,True,"{""B"": 65}",263
3835,65,229660,229725,1535686,1535750,A,True,"{""A"": 65}",256
3836,65,229725,229790,328272,328336,B,True,"{""B"": 65}",279
3837,49,229790,229839,603526,603574,C,True,"{""C"": 49}",244
3838,65,229839,229904,1762958,1763022,A,True,"{""A"": 65}",269
3839,65,229904,229969,39718,39782,B,True,"{""B"": 65}",195
3840,65,229969,230034,1599742,1599806,A,True,"{""A"": 65}",269
3841,65,230034,230099,1401627,1401691,A,True,"{""A"": 65}",289
3842,65,230099,230164,619182,619246,C,True,"{""C"": 65}",358
3843,65,230164,230229,1595733,1595797,A,True,"{""A"": 65}",246
3844,65,230229,230294,172494,172558,B,True,"{""B"": 65}",73
3845,65,230294,230359,703237,703301,C,True,"{""C"": 65}",261
3846,65,230359,230424,837212,837276,C,True,"{""C"": 65}",2
3847,43,230424,230467,77202,77244,B,True,"{""B"": 43}",180
3848,65,230467,230532,152812,152876,B,True,"{""B"": 65}",315
3849,36,230532,230568,1780791,1780826,A,True,"{""A"": 36}",273
3850,47,230568,230615,272439,272485,B,True,"{""B"": 47}",170
3851,65,230615,230680,283918,283982,B,True,"{""B"": 65}",218
3852,65,230680,230745,716515,716579,C,True,"{""C"": 65}",114
3853,65,230745,230810,1637150,1637214,A,True,"{""A"": 65}",241
3854,65,230810,230875,1441084,1441148,A,True,"{""A"": 65}",210
3855,65,230875,230940,548926,548990,B,True,"{""B"": 65}",233
3856,65,230940,231005,267409,267473,B,True,"{""B"": 65}",242
3857,65,231005,231070,129103,129167,B,True,"{""B"": 65}",359
3858,65,231070,231135,1701910,1701974,A,True,"{""A"": 65}",233
3859,65,231135,231200,1062990,1063054,C,True,"{""C"": 65}",169
3860,65,231200,231265,1776905,1776969,A,True,"{""A"": 65}",333
3861,41,231265,231306,1491823,1491863,A,True,"{""A"": 41}",110
3862,65,231306,231371,566701,566765,B,True,"{""B"": 65}",252
3863,65,231371,231436,914071,914135,C,True,"{""C"": 65}",267
3864,45,231436,231481,1123897,1123941,C,True,"{""C"": 45}",244
3865,65,231481,231546,139020,139084,B,True,"{""B"": 65}",48
3866,65,231546,231611,900230,900294,C,True,"{""C"": 65}",187
3867,65,231611,231676,914072,914136,C,True,"{""C"": 65}",259
3868,49,231676,231725,1008757,1008805,C,True,"{""C"": 49}",197
3869,65,231725,231790,1148049,1148113,C,True,"{""C"": 65}",236
3870,65,231790,231855,1337677,1337741,A,True,"{""A"": 65}",162
3871,65,231855,231920,1628849,1628913,A,True,"{""A"": 65}",258
3872,65,231920,231985,439045,439109,B,True,"{""B"": 65}",48
3873,65,231985,232050,270576,270640,B,True,"{""B"": 65}",357
3874,65,232050,232115,1287813,1287877,A,True,"{""A"": 65}",150
3875,41,232115,232156,468406,468446,B,True,"{""B"": 41}",170
3876,65,232156,232221,686208,686272,C,True,"{""C"": 65}",263
3877,65,232221,232286,1352581,1352645,A,True,"{""A"": 65}",252
3878,65,232286,232351,124864,124928,B,True,"{""B"": 65}",221
3879,65,232351,232416,544297,544361,B,True,"{""B"": 65}",150
3880,40,232416,232456,1014480,1014519,C,True,"{""C"": 40}",273
3881,37,232456,232493,505601,505637,B,True,"{""B"": 37}",150
3882,65,232493,232558,299693,299757,B,True,"{""B"": 65}",251
3883,36,232558,232594,1426242,1426277,A,True,"{""A"": 36}",270
3884,65,232594,232659,954091,954155,C,True,"{""C"": 65}",201
3885,47,232659,232706,761165,761211,C,True,"{""C"": 47}",272
3886,65,232706,232771,1499956,1500020,A,True,"{""A"": 65}",267
3887,65,232771,232836,769136,769200,C,True,"{""C"": 65}",205
3888,65,232836,232901,520992,521056,B,True,"{""B"": 65}",42
3889,45,232901,232946,433253,433297,B,True,"{""B"": 45}",355
3890,48,232946,232994,1458318,1458365,A,True,"{""A"": 48}",278
3891,65,232994,233059,1275282,1275346,A,True,"{""A"": 65}",236
3892,44,233059,233103,1747442,1747485,A,True,"{""A"": 44}",380
3893,65,233103,233168,137480,137544,B,True,"{""B"": 65}",355
3894,65,233168,233233,40640,40704,B,True,"{""B"": 65}",276
3895,43,233233,233276,1260992,1261034,A,True,"{""A"": 43}",277
3896,65,233276,233341,1397513,1397577,A,True,"{""A"": 65}",258
3897,65,233341,233406,613551,613615,C,True,"{""C"": 65}",42
3898,45,233406,233451,1458330,1458374,A,True,"{""A"": 45}",276
3899,65,233451,233516,1757411,1757475,A,True,"{""A"": 65}",24
3900,65,233516,233581,837216,837280,C,True,"{""C"": 65}",355
3901,65,233581,233646,393160,393224,B,True,"{""B"": 65}",355
3902,65,233646,233711,977709,977773,C,True,"{""C"": 65}",294
3903,65,233711,233776,1481210,1481274,A,True,"{""A"": 65}",202
3904,65,233776,233841,259177,259241,B,True,"{""B"": 65}",357
3905,48,233841,233889,841093,841140,C,True,"{""C"": 48}",294
3906,65,233889,233954,1400229,1400293,A,True,"{""A"": 65}",303
3907,65,233954,234019,200804,200868,B,True,"{""B"": 65}",44
3908,65,234019,234084,1608781,1608845,A,True,"{""A"": 65}",1
3909,35,234084,234119,1275114,1275148,A,True,"{""A"": 35}",132
3910,65,234119,234184,954405,954469,C,True,"{""C"": 65}",176
3911,47,234184,234231,781344,781390,C,True,"{""C"": 47}",132
3912,65,234231,234296,847392,847456,C,True,"{""C"": 65}",149
3913,65,234296,234361,228486,228550,B,True,"{""B"": 65}",301
3914,49,234361,234410,790665,790713,C,True,"{""C"": 49}",308
3915,65,234410,234475,1652153,1652217,A,True,"{""A"": 65}",225
3916,65,234475,234540,304703,304767,B,True,"{""B"": 65}",60
3917,65,234540,234605,1391453,1391517,A,True,"{""A"": 65}",44
3918,65,234605,234670,720249,720313,C,True,"{""C"": 65}",130
3919,49,234670,234719,771062,771110,C,True,"{""C"": 49}",47
3920,65,234719,234784,1351069,1351133,A,True,"{""A"": 65}",83
3921,65,234784,234849,523589,523653,B,True,"{""B"": 65}",287
3922,35,234849,234884,410533,410567,B,True,"{""B"": 35}",286
3923,36,234884,234920,1114866,1114901,C,True,"{""C"": 36}",157
3924,65,234920,234985,1104461,1104525,C,True,"{""C"": 65}",313
3925,38,234985,235023,1368326,1368363,A,True,"{""A"": 38}",316
3926,65,235023,235088,855541,855605,C,True,"{""C"": 65}",285
3927,65,235088,235153,1770664,1770728,A,True,"{""A"": 65}",47
3928,65,235153,235218,366606,366670,B,True,"{""B"": 65}",136
3929,65,235218,235283,1488628,1488692,A,True,"{""A"": 65}",209
3930,42,235283,235325,652188,652229,C,True,"{""C"": 42}",3
3931,65,235325,235390,685973,686037,C,True,"{""C"": 65}",112
3932,65,235390,235455,973576,973640,C,True,"{""C"": 65}",121
3933,65,235455,235520,1230186,1230250,A,True,"{""A"": 65}",79
3934,65,235520,235585,1430124,1430188,A,True,"{""A"": 65}",10
3935,37,235585,235622,1162901,1162937,C,True,"{""C"": 37}",211
3936,65,235622,235687,543763,543827,B,True,"{""B"": 65}",3
3937,65,235687,235752,4856,4920,B,True,"{""B"": 65}",102
3938,35,235752,235787,433527,433561,B,True,"{""B"": 35}",41
3939,65,235787,235852,420852,420916,B,True,"{""B"": 65}",148
3940,65,235852,235917,1601732,1601796,A,True,"{""A"": 65}",5
3941,65,235917,235982,176485,176549,B,True,"{""B"": 65}",141
3942,65,235982,236047,480866,480930,B,True,"{""B"": 65}",20
3943,65,236047,236112,794162,794226,C,True,"{""C"": 65}",130
3944,65,236112,236177,1737682,1737746,A,True,"{""A"": 65}",122
3945,38,236177,236215,1755502,1755539,A,True,"{""A"": 38}",384
3946,65,236215,236280,1031732,1031796,C,True,"{""C"": 65}",238
3947,37,236280,236317,1514549,1514585,A,True,"{""A"": 37}",120
3948,65,236317,236382,1394784,1394848,A,True,"{""A"": 65}",326
3949,65,236382,236447,1076327,1076391,C,True,"{""C"": 65}",44
3950,65,236447,236512,1452064,1452128,A,True,"{""A"": 65}",110
3951,41,236512,236553,1272244,1272284,A,True,"{""A"": 41}",184
3952,65,236553,236618,1688970,1689034,A,True,"{""A"": 65}",188
3953,65,236618,236683,1014315,1014379,C,True,"{""C"": 65}",55
3954,65,236683,236748,1680802,1680866,A,True,"{""A"": 65}",53
3955,46,236748,236794,1132841,1132886,C,True,"{""C"": 46}",141
3956,65,236794,236859,1227101,1227165,A,True,"{""A"": 65}",250
3957,65,236859,236924,1565145,1565209,A,True,"{""A"": 65}",83
3958,65,236924,236989,883881,883945,C,True,"{""C"": 65}",34
3959,65,236989,237054,8669,8733,B,True,"{""B"": 65}",51
3960,37,237054,237091,1123330,1123366,C,True,"{""C"": 37}",310
3961,43,237091,237134,1631318,1631360,A,True,"{""A"": 43}",361
3962,65,237134,237199,1015361,1015425,C,True,"{""C"": 65}",367
3963,65,237199,237264,1331341,1331405,A,True,"{""A"": 65}",329
3964,40,237264,237304,456545,456584,B,True,"{""B"": 40}",285
3965,65,237304,237369,733236,733300,C,True,"{""C"": 65}",352
3966,65,237369,237434,1029649,1029713,C,True,"{""C"": 65}",337
3967,65,237434,237499,1323909,1323973,A,True,"{""A"": 65}",83
3968,65,237499,237564,1181911,1181975,C,True,"{""C"": 65}",140
3969,43,237564,237607,1679439,1679481,A,True,"{""A"": 43}",46
3970,65,237607,237672,1645977,1646041,A,True,"{""A"": 65}",190
3971,65,237672,237737,1697009,1697073,A,True,"{""A"": 65}",62
3972,65,237737,237802,1110761,1110825,C,True,"{""C"": 65}",3
3973,65,237802,237867,1752240,1752304,A,True,"{""A"": 65}",194
3974,65,237867,237932,848687,848751,C,True,"{""C"": 65}",54
3975,65,237932,237997,566756,566820,B,True,"{""B"": 65}",140
3976,65,237997,238062,305028,305092,B,True,"{""B"": 65}",137
3977,65,238062,238127,341220,341284,B,True,"{""B"": 65}",284
3978,65,238127,238192,174827,174891,B,True,"{""B"": 65}",10
3979,42,238192,238234,647705,647746,C,True,"{""C"": 42}",80
3980,65,238234,238299,73816,73880,B,True,"{""B"": 65}",193
3981,39,238299,238338,1598888,1598926,A,True,"{""A"": 39}",153
3982,65,238338,238403,1716175,1716239,A,True,"{""A"": 65}",154
3983,65,238403,238468,1390451,1390515,A,True,"{""A"": 65}",140
3984,65,238468,238533,529092,529156,B,True,"{""B"": 65}",325
3985,35,238533,238568,1114326,1114360,C,True,"{""C"": 35}",16
3986,65,238568,238633,211168,211232,B,True,"{""B"": 65}",192
3987,65,238633,238698,44428,44492,B,True,"{""B"": 65}",124
3988,65,238698,238763,1665181,1665245,A,True,"{""A"": 65}",327
3989,35,238763,238798,1175750,1175784,C,True,"{""C"": 35}",132
3990,65,238798,238863,1470632,1470696,A,True,"{""A"": 65}",329
3991,38,238863,238901,221358,221395,B,True,"{""B"": 38}",152
3992,65,238901,238966,1154028,1154092,C,True,"{""C"": 65}",47
3993,44,238966,239010,1550997,1551040,A,True,"{""A"": 44}",148
3994,65,239010,239075,509928,509992,B,True,"{""B"": 65}",335
3995,65,239075,239140,1666887,1666951,A,True,"{""A"": 65}",141
3996,37,239140,239177,373063,373099,B,True,"{""B"": 37}",198
3997,47,239177,239224,550618,550664,B,True,"{""B"": 47}",152
3998,46,239224,239270,291094,291139,B,True,"{""B"": 46}",126
3999,65,239270,239335,1607320,1607384,A,True,"{""A"": 65}",29
4000,65,239335,239400,390927,390991,B,True,"{""B"": 65}",303
4001,47,239400,239447,1386691,1386737,A,True,"{""A"": 47}",1
4002,65,239447,239512,1776833,1776897,A,True,"{""A"": 65}",114
4003,65,239512,239577,811990,812054,C,True,"{""C"": 65}",72
4004,65,239577,239642,1542874,1542938,A,True,"{""A"": 65}",377
4005,65,239642,239707,1217698,1217762,A,True,"{""A"": 65}",139
4006,65,239707,239772,519605,519669,B,True,"{""B"": 65}",235
4007,65,239772,239837,491982,492046,B,True,"{""B"": 65}",40
4008,65,239837,239902,271319,271383,B,True,"{""B"": 65}",126
4009,65,239902,239967,717493,717557,C,True,"{""C"": 65}",61
4010,65,239967,240032,1722620,1722684,A,True,"{""A"": 65}",97
4011,65,240032,240097,425126,425190,B,True,"{""B"": 65}",202
4012,44,240097,240141,1456748,1456791,A,True,"{""A"": 44}",324
4013,65,240141,240206,334689,334753,B,True,"{""B"": 65}",150
4014,65,240206,240271,879614,879678,C,True,"{""C"": 65}",124
4015,65,240271,240336,656763,656827,C,True,"{""C"": 65}",335
4016,65,240336,240401,1405537,1405601,A,True,"{""A"": 65}",104
4017,65,240401,240466,1134051,1134115,C,True,"{""C"": 65}",103
4018,65,240466,240531,1338081,1338145,A,True,"{""A"": 65}",149
4019,65,240531,240596,727124,727188,C,True,"{""C"": 65}",245
4020,44,240596,240640,1680240,1680283,A,True,"{""A"": 44}",11
4021,65,240640,240705,1591980,1592044,A,True,"{""A"": 65}",160
4022,65,240705,240770,1020317,1020381,C,True,"{""C"": 65}",382
4023,65,240770,240835,1129478,1129542,C,True,"{""C"": 65}",189
4024,44,240835,240879,313372,313415,B,True,"{""B"": 44}",20
4025,34,240879,240913,109074,109107,B,True,"{""B"": 34}",81
4026,65,240913,240978,542314,542378,B,True,"{""B"": 65}",298
4027,65,240978,241043,156520,156584,B,True,"{""B"": 65}",317
4028,65,241043,241108,310759,310823,B,True,"{""B"": 65}",301
4029,45,241108,241153,1579271,1579315,A,True,"{""A"": 45}",365
4030,65,241153,241218,1018048,1018112,C,True,"{""C"": 65}",290
4031,65,241218,241283,1082229,1082293,C,True,"{""C"": 65}",6
4032,65,241283,241348,1492522,1492586,A,True,"{""A"": 65}",292
4033,65,241348,241413,1227980,1228044,A,True,"{""A"": 65}",4
4034,65,241413,241478,388880,388944,B,True,"{""B"": 65}",52
4035,65,241478,241543,694772,694836,C,True,"{""C"": 65}",301
4036,65,241543,241608,179073,179137,B,True,"{""B"": 65}",151
4037,65,241608,241673,912403,912467,C,True,"{""C"": 65}",27
4038,65,241673,241738,1315925,1315989,A,True,"{""A"": 65}",35
4039,65,241738,241803,1327807,1327871,A,True,"{""A"": 65}",302
4040,45,241803,241848,420031,420075,B,True,"{""B"": 45}",299
4041,40,241848,241888,1635096,1635135,A,True,"{""A"": 40}",25
4042,34,241888,241922,1231016,1231049,A,True,"{""A"": 34}",78
4043,65,241922,241987,1533455,1533519,A,True,"{""A"": 65}",296
4044,65,241987,242052,1663630,1663694,A,True,"{""A"": 65}",224
4045,65,242052,242117,516893,516957,B,True,"{""B"": 65}",224
4046,65,242117,242182,492740,492804,B,True,"{""B"": 65}",296
4047,34,242182,242216,315184,315217,B,True,"{""B"": 34}",105
4048,65,242216,242281,1291136,1291200,A,True,"{""A"": 65}",166
4049,65,242281,242346,731299,731363,C,True,"{""C"": 65}",178
4050,65,242346,242411,1265111,1265175,A,True,"{""A"": 65}",112
4051,65,242411,242476,1087459,1087523,C,True,"{""C"": 65}",165
4052,65,242476,242541,578021,578085,B,True,"{""B"": 65}",58
4053,65,242541,242606,1321930,1321994,A,True,"{""A"": 65}",44
4054,65,242606,242671,249760,249824,B,True,"{""B"": 65}",33
4055,65,242671,242736,454382,454446,B,True,"{""B"": 65}",130
4056,65,242736,242801,921799,921863,C,True,"{""C"": 65}",92
4057,40,242801,242841,1018541,1018580,C,True,"{""C"": 40}",216
4058,46,242841,242887,133768,133813,B,True,"{""B"": 46}",133
4059,41,242887,242928,1145673,1145713,C,True,"{""C"": 41}",20
4060,65,242928,242993,1018234,1018298,C,True,"{""C"": 65}",117
4061,65,242993,243058,1518174,1518238,A,True,"{""A"": 65}",191
4062,65,243058,243123,1283054,1283118,A,True,"{""A"": 65}",11
4063,65,243123,243188,1329979,1330043,A,True,"{""A"": 65}",295
4064,65,243188,243253,192703,192767,B,True,"{""B"": 65}",125
4065,65,243253,243318,1602739,1602803,A,True,"{""A"": 65}",28
4066,39,243318,243357,1129328,1129366,C,True,"{""C"": 39}",173
4067,65,243357,243422,1708368,1708432,A,True,"{""A"": 65}",4
4068,43,243422,243465,901756,901798,C,True,"{""C"": 43}",90
4069,36,243465,243501,965233,965268,C,True,"{""C"": 36}",90
4070,65,243501,243566,1137354,1137418,C,True,"{""C"": 65}",83
4071,37,243566,243603,787743,787779,C,True,"{""C"": 37}",35
4072,65,243603,243668,1148846,1148910,C,True,"{""C"": 65}",1
4073,65,243668,243733,496863,496927,B,True,"{""B"": 65}",294
4074,65,243733,243798,408389,408453,B,True,"{""B"": 65}",185
4075,65,243798,243863,709086,709150,C,True,"{""C"": 65}",343
4076,65,243863,243928,275755,275819,B,True,"{""B"": 65}",21
4077,65,243928,243993,696984,697048,C,True,"{""C"": 65}",298
4078,65,243993,244058,1178669,1178733,C,True,"{""C"": 65}",45
4079,40,244058,244098,233535,233574,B,True,"{""B"": 40}",171
4080,65,244098,244163,1304695,1304759,A,True,"{""A"": 65}",328
4081,65,244163,244228,1775488,1775552,A,True,"{""A"": 65}",326
4082,65,244228,244293,945162,945226,C,True,"{""C"": 65}",22
4083,38,244293,244331,283627,283664,B,True,"{""B"": 38}",172
4084,65,244331,244396,214624,214688,B,True,"{""B"": 65}",96
4085,39,244396,244435,840048,840086,C,True,"{""C"": 39}",46
4086,65,244435,244500,1705673,1705737,A,True,"{""A"": 65}",196
4087,38,244500,244538,1431854,1431891,A,True,"{""A"": 38}",74
4088,65,244538,244603,977708,977772,C,True,"{""C"": 65}",294
4089,65,244603,244668,1630320,1630384,A,True,"{""A"": 65}",385
4090,65,244668,244733,990587,990651,C,True,"{""C"": 65}",66
4091,65,244733,244798,634003,634067,C,True,"{""C"": 65}",325
4092,65,244798,244863,329070,329134,B,True,"{""B"": 65}",83
4093,45,244863,244908,62084,62128,B,True,"{""B"": 45}",250
4094,65,244908,244973,1081335,1081399,C,True,"{""C"": 65}",283
4095,65,244973,245038,1683205,1683269,A,True,"{""A"": 65}",72
4096,65,245038,245103,1564417,1564481,A,True,"{""A"": 65}",290
4097,65,245103,245168,1452675,1452739,A,True,"{""A"": 65}",125
4098,65,245168,245233,710644,710708,C,True,"{""C"": 65}",83
4099,65,245233,245298,969953,970017,C,True,"{""C"": 65}",125
4100,65,245298,245363,295364,295428,B,True,"{""B"": 65}",131
4101,65,245363,245428,281051,281115,B,True,"{""B"": 65}",4
4102,37,245428,245465,107623,107659,B,True,"{""B"": 37}",306
4103,65,245465,245530,1106787,1106851,C,True,"{""C"": 65}",193
4104,65,245530,245595,1788410,1788474,A,True,"{""A"": 65}",190
4105,65,245595,245660,1629300,1629364,A,True,"{""A"": 65}",166
4106,65,245660,245725,1412114,1412178,A,True,"{""A"": 65}",287
4107,65,245725,245790,187942,188006,B,True,"{""B"": 65}",318
4108,39,245790,245829,1512246,1512284,A,True,"{""A"": 39}",153
4109,65,245829,245894,95040,95104,B,True,"{""B"": 65}",211
4110,65,245894,245959,1252381,1252445,A,True,"{""A"": 65}",374
4111,65,245959,246024,616459,616523,C,True,"{""C"": 65}",142
4112,37,246024,246061,132051,132087,B,True,"{""B"": 37}",120
4113,37,246061,246098,427651,427687,B,True,"{""B"": 37}",20
4114,65,246098,246163,1657457,1657521,A,True,"{""A"": 65}",184
4115,35,246163,246198,473927,473961,B,True,"{""B"": 35}",291
4116,47,246198,246245,1765986,1766032,A,True,"{""A"": 47}",249
4117,45,246245,246290,1393674,1393718,A,True,"{""A"": 45}",54
4118,46,246290,246336,1075236,1075281,C,True,"{""C"": 46}",20
4119,65,246336,246401,375637,375701,B,True,"{""B"": 65}",17
4120,65,246401,246466,75229,75293,B,True,"{""B"": 65}",183
4121,65,246466,246531,593490,593554,B,True,"{""B"": 65}",147
4122,65,246531,246596,1469146,1469210,A,True,"{""A"": 65}",207
